chinese_name,code_name,override_name_text_id,name_prefix_id,override_partner_skill_text_id,is_pal,tribe,bp_class,pictorial_id,zukan_index_suffix,size,rarity,element1,element2,genus_category,organization,weapon,weapon_equip,hp,melee_attack,remote_attack,defense,support,craft_speed,being_damage_multiplier,capture_probability,experience_multiplier,price,air_response,ai_sight_response,slow_walking_speed,walking_speed,running_speed,riding_sprint_speed,handling_speed,is_boss,is_tower_boss,battle_bgm,ignore_lean_back,ignore_blow_away,max_full_stomach,full_stomach_decrease_rate,food_amount,viewing_distance,viewing_angle,hearing_rate,noose_trap,nocturnal,biological_grade,predator,edible,endurance,male_probability,fecundity,breathing_fire,watering,planting,generate_electricity,manual,collection,logging,mining,oil_extraction_not_shown_in_game,pharmaceutical,cool_down,carry,pasture,passive_skill_1,passive_skill_2,passive_skill_3,passive_skill_4
does not appear in the game,ElecLion,NULL,NULL,NULL,TRUE,EPalTribeID::ElecLion,ElecLion,-1,,M,0,Electricity,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,110,70,100,100,100%,100%,1,4200,Warlike,NULL,85,85,800,1000,442,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,FeatherOstrich,NULL,NULL,NULL,TRUE,EPalTribeID::FeatherOstrich,FeatherOstrich,-1,,M,0,Earth,NULL,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,4610,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,GoldenHorse,NULL,NULL,NULL,TRUE,EPalTribeID::GoldenHorse,GoldenHorse,-1,,L,0,Earth,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,7960,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,2,0,0,3,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,PinkKangaroo,NULL,NULL,NULL,TRUE,EPalTribeID::PinkKangaroo,PinkKangaroo,-1,,M,0,Normal,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,3660,Escape_to_Battle,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,ScorpionMan,NULL,NULL,NULL,TRUE,EPalTribeID::ScorpionMan,ScorpionMan,-1,,L,0,Dark,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,8080,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,TRUE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,1,3,0,2,1,0,0,0,NULL,NULL,NULL,None
does not appear in the game,SifuDog,NULL,NULL,NULL,TRUE,EPalTribeID::SifuDog,SifuDog,-1,,M,0,Normal,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,4440,NotInterested,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,3,2,2,0,0,1,0,2,0,NULL,NULL,NULL,None
does not appear in the game,TentacleTurtle,NULL,NULL,NULL,TRUE,EPalTribeID::TentacleTurtle,TentacleTurtle,-1,,S,0,Water,NULL,EPalGenusCategoryType::Other,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,2300,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,300,1,4,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,1,0,0,0,2,0,NULL,NULL,NULL,None
does not appear in the game,WingGolem,NULL,NULL,NULL,TRUE,EPalTribeID::WingGolem,WingGolem,-1,,XL,0,Earth,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,10380,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,1,1,0,3,0,0,0,4,0,NULL,NULL,NULL,None
does not appear in the game,BeardedDragon,NULL,NULL,NULL,TRUE,EPalTribeID::BeardedDragon,BeardedDragon,-1,,XL,0,Dragon,NULL,EPalGenusCategoryType::Dragon,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,9970,Escape,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,600,1,9,25,90,1,FALSE,FALSE,0,TRUE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,WaterLizard,NULL,NULL,NULL,TRUE,EPalTribeID::WaterLizard,WaterLizard,-1,,M,0,Fire,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,120,90,90,80,100,100%,100%,1,4040,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cool,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,GuardianDog,NULL,NULL,NULL,TRUE,EPalTribeID::GuardianDog,GuardianDog,-1,,S,0,Normal,NULL,EPalGenusCategoryType::FourLegged,EPalOrganizationType::None,EPalWeaponType::None,FALSE,90,80,80,90,110,100,100%,100%,1,1510,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Cute,FALSE,FALSE,350,1,5,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,None
does not appear in the game,GrassDragon,NULL,NULL,NULL,TRUE,EPalTribeID::GrassDragon,GrassDragon,-1,,L,0,Leaf,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,80,120,90,80,100,100%,100%,1,6510,Warlike,NULL,-1,-1,-1,-1,-1,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,475,1,7,25,90,1,FALSE,FALSE,0,FALSE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NULL,NULL,NULL,None
does not appear in the game,BlackFurDragon,NULL,NULL,NULL,TRUE,EPalTribeID::BlackFurDragon,BlackFurDragon,-1,,L,10,Dark,Dragon,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,130,100,130,110,100,100,100%,100%,1,8440,Warlike,NULL,55,110,560,800,335,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,99,TRUE,TRUE,100,50,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NULL,NULL,NULL,None
does not appear in the game,DarkMutant,NULL,NULL,NULL,TRUE,EPalTribeID::DarkMutant,DarkMutant,-1,,M,5,Dark,NULL,EPalGenusCategoryType::Humanoid,EPalOrganizationType::None,EPalWeaponType::None,FALSE,100,100,100,100,100,100,100%,100%,1,3960,Warlike,NULL,100,150,550,700,350,FALSE,FALSE,EPalBattleBGMType::Strong,FALSE,FALSE,525,1,8,25,90,1,FALSE,TRUE,99,FALSE,TRUE,100,50,0,0,0,0,0,3,0,0,0,0,3,0,2,0,NULL,NULL,NULL,None
